Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
Standard,14,20-10-22,10/7/2023,United States,27,Male,Smart TV,1 Month
Premium,12,22-10-22,8/7/2023,Canada,47,Male,Tablet,1 Month
Basic,12,25-10-22,10/7/2023,United States,35,Female,Smart TV,1 Month
Basic,12,26-10-22,11/7/2023,United States,41,Male,Tablet,1 Month
Basic,14,29-10-22,10/7/2023,Canada,39,Female,Smart TV,1 Month
Standard,13,31-10-22,7/7/2023,United Kingdom,46,Female,Smartphone,1 Month
Premium,14,4/11/2022,11/7/2023,Australia,33,Female,Smartphone,1 Month
Basic,11,6/11/2022,10/7/2023,Germany,30,Male,Laptop,1 Month
Basic,13,7/11/2022,10/7/2023,France,46,Male,Tablet,1 Month
Premium,15,8/11/2022,9/7/2023,Brazil,42,Female,Tablet,1 Month
Standard,11,9/11/2022,11/7/2023,Mexico,28,Female,Tablet,1 Month
Standard,10,10/11/2022,10/7/2023,Spain,40,Male,Smart TV,1 Month
Basic,14,10/11/2022,10/7/2023,Italy,31,Female,Smart TV,1 Month
Premium,13,10/11/2022,9/7/2023,Spain,27,Male,Laptop,1 Month
Standard,14,9/11/2022,10/7/2023,Spain,45,Female,Tablet,1 Month
Basic,10,9/11/2022,10/7/2023,United States,49,Female,Smart TV,1 Month
Standard,12,6/11/2022,11/7/2023,Canada,28,Male,Tablet,1 Month
Premium,14,3/11/2022,8/7/2023,United States,33,Male,Smart TV,1 Month
Basic,15,27-10-22,11/7/2023,United States,38,Male,Smart TV,1 Month
Premium,15,28-10-22,10/7/2023,Canada,44,Male,Tablet,1 Month
Standard,15,18-10-22,10/7/2023,United Kingdom,34,Female,Laptop,1 Month
Basic,15,4/10/2022,9/7/2023,Australia,35,Male,Laptop,1 Month
Standard,10,29-09-22,10/7/2023,Germany,47,Male,Tablet,1 Month
Premium,12,29-09-22,10/7/2023,France,30,Male,Smartphone,1 Month
Basic,12,23-09-22,10/7/2023,Brazil,50,Female,Smart TV,1 Month
Standard,12,17-09-22,9/7/2023,Mexico,32,Male,Laptop,1 Month
Premium,14,12/9/2022,12/7/2023,Spain,36,Female,Smart TV,1 Month
Basic,14,16-08-22,10/7/2023,Italy,40,Female,Smart TV,1 Month
Premium,15,16-08-22,9/7/2023,Spain,39,Male,Smartphone,1 Month
Basic,11,13-08-22,10/7/2023,Spain,28,Male,Smartphone,1 Month
Standard,12,12/8/2022,11/7/2023,United States,29,Female,Smart TV,1 Month
Standard,14,13-08-22,9/7/2023,Canada,49,Male,Tablet,1 Month
Basic,14,30-07-22,12/7/2023,United States,40,Male,Laptop,1 Month
Premium,12,25-07-22,10/7/2023,United States,29,Male,Laptop,1 Month
Basic,14,25-07-22,11/7/2023,Canada,35,Female,Tablet,1 Month
Standard,14,26-07-22,10/7/2023,United Kingdom,44,Male,Smartphone,1 Month
Premium,11,25-07-22,13-07-23,Australia,39,Male,Smart TV,1 Month
Basic,12,23-07-22,9/7/2023,Germany,27,Male,Smart TV,1 Month
Premium,11,18-07-22,11/7/2023,France,31,Male,Smart TV,1 Month
Basic,13,13-07-22,10/7/2023,Brazil,39,Female,Laptop,1 Month
Standard,13,13-07-22,12/7/2023,Mexico,44,Male,Laptop,1 Month
Standard,10,13-07-22,9/7/2023,Spain,48,Female,Tablet,1 Month
Basic,11,13-07-22,11/7/2023,Italy,27,Male,Smartphone,1 Month
Premium,13,13-07-22,9/7/2023,Spain,27,Male,Laptop,1 Month
Basic,14,14-07-22,11/7/2023,Spain,41,Male,Smart TV,1 Month
Standard,15,15-07-22,9/7/2023,United States,44,Female,Tablet,1 Month
Premium,12,16-07-22,12/7/2023,Canada,29,Female,Tablet,1 Month
Basic,13,18-07-22,9/7/2023,United States,42,Female,Smartphone,1 Month
Premium,15,21-07-22,11/7/2023,United States,45,Female,Smart TV,1 Month
Basic,11,24-07-22,9/7/2023,Canada,39,Female,Tablet,1 Month
Standard,15,29-07-22,12/7/2023,United Kingdom,41,Female,Tablet,1 Month
Standard,10,6/8/2022,10/7/2023,Australia,41,Female,Laptop,1 Month
Basic,15,11/8/2022,11/7/2023,Germany,41,Male,Smartphone,1 Month
Premium,14,16-08-22,9/7/2023,France,47,Female,Smart TV,1 Month
Basic,10,21-08-22,13-07-23,Brazil,49,Female,Smartphone,1 Month
Standard,12,22-08-22,10/7/2023,Mexico,29,Male,Laptop,1 Month
Premium,10,24-08-22,10/7/2023,Spain,33,Male,Tablet,1 Month
Basic,13,2/9/2022,12/7/2023,Italy,45,Female,Smart TV,1 Month
Premium,13,6/9/2022,13-07-23,Spain,41,Female,Laptop,1 Month
Basic,11,11/9/2022,10/7/2023,Spain,31,Male,Laptop,1 Month
Standard,15,16-09-22,10/7/2023,United States,51,Male,Tablet,1 Month
Standard,11,22-09-22,12/7/2023,Canada,43,Female,Smartphone,1 Month
Basic,12,26-09-22,12/7/2023,United States,33,Female,Laptop,1 Month
Premium,10,2/10/2022,9/7/2023,United States,47,Female,Smartphone,1 Month
Basic,13,4/10/2022,10/7/2023,Canada,40,Female,Laptop,1 Month
Standard,14,9/10/2022,12/7/2023,United Kingdom,34,Female,Smartphone,1 Month
Premium,15,11/10/2022,11/7/2023,Australia,40,Male,Tablet,1 Month
Basic,15,15-10-22,9/7/2023,Germany,38,Male,Laptop,1 Month
Premium,11,16-10-22,10/7/2023,France,47,Male,Smart TV,1 Month
Basic,13,18-10-22,11/7/2023,Brazil,29,Male,Smart TV,1 Month
Standard,14,21-10-22,10/7/2023,Mexico,49,Female,Smartphone,1 Month
Standard,12,22-10-22,8/7/2023,Spain,40,Male,Smart TV,1 Month
Basic,12,25-10-22,11/7/2023,Italy,51,Female,Laptop,1 Month
Premium,11,29-10-22,11/7/2023,Spain,51,Female,Tablet,1 Month
Basic,12,30-10-22,10/7/2023,Spain,50,Female,Smart TV,1 Month
Standard,10,4/11/2022,9/7/2023,United States,47,Female,Laptop,1 Month
Premium,10,5/11/2022,12/7/2023,Canada,40,Male,Smart TV,1 Month
Basic,15,7/11/2022,10/7/2023,United States,35,Female,Smart TV,1 Month
Basic,15,8/11/2022,10/7/2023,United States,37,Female,Smart TV,1 Month
Basic,15,9/11/2022,10/7/2023,Canada,30,Male,Tablet,1 Month
Standard,15,10/11/2022,11/7/2023,United Kingdom,47,Female,Tablet,1 Month
Premium,12,11/11/2022,10/7/2023,Australia,35,Male,Smartphone,1 Month
Basic,14,10/11/2022,11/7/2023,Germany,33,Male,Tablet,1 Month
Basic,13,10/11/2022,9/7/2023,France,51,Female,Laptop,1 Month
Premium,12,11/11/2022,11/7/2023,Brazil,31,Female,Tablet,1 Month
Standard,10,7/11/2022,11/7/2023,Mexico,48,Female,Laptop,1 Month
Standard,11,4/11/2022,11/7/2023,Spain,40,Male,Laptop,1 Month
Basic,15,31-10-22,9/7/2023,Italy,41,Female,Laptop,1 Month
Premium,15,29-10-22,11/7/2023,Spain,41,Male,Laptop,1 Month
Standard,12,20-10-22,10/7/2023,Spain,28,Female,Laptop,1 Month
Basic,13,14-10-22,11/7/2023,United States,45,Female,Laptop,1 Month
Standard,11,12/10/2022,10/7/2023,Canada,32,Female,Laptop,1 Month
Premium,10,1/10/2022,11/7/2023,United States,31,Male,Tablet,1 Month
Basic,10,25-09-22,10/7/2023,United States,40,Female,Tablet,1 Month
Premium,10,23-09-22,10/7/2023,Canada,40,Female,Smartphone,1 Month
Standard,14,19-09-22,9/7/2023,United Kingdom,50,Male,Tablet,1 Month
Basic,12,2/9/2022,12/7/2023,Australia,41,Male,Smartphone,1 Month
Standard,10,30-08-22,10/7/2023,Germany,43,Male,Tablet,1 Month
Premium,15,16-08-22,9/7/2023,France,43,Male,Tablet,1 Month
Basic,11,15-08-22,10/7/2023,Brazil,36,Female,Smartphone,1 Month
Standard,15,16-08-22,11/7/2023,Mexico,48,Male,Smart TV,1 Month
Premium,15,1/8/2022,10/7/2023,Spain,33,Female,Smartphone,1 Month
Basic,14,27-07-22,14-07-23,Italy,30,Female,Smart TV,1 Month
Premium,14,26-07-22,10/7/2023,Spain,37,Female,Laptop,1 Month
Basic,13,26-07-22,11/7/2023,Spain,49,Male,Smart TV,1 Month
Standard,15,27-07-22,11/7/2023,United States,47,Female,Smartphone,1 Month
Standard,10,26-07-22,13-07-23,Canada,45,Female,Tablet,1 Month
Basic,11,23-07-22,9/7/2023,United States,50,Male,Smart TV,1 Month
Premium,12,20-07-22,11/7/2023,United States,36,Male,Smartphone,1 Month
Basic,14,14-07-22,10/7/2023,Canada,37,Male,Smart TV,1 Month
Standard,15,14-07-22,12/7/2023,United Kingdom,38,Female,Tablet,1 Month
Premium,10,14-07-22,10/7/2023,Australia,40,Male,Smart TV,1 Month
Basic,13,13-07-22,12/7/2023,Germany,38,Female,Smart TV,1 Month
Premium,14,14-07-22,10/7/2023,France,46,Female,Tablet,1 Month
Basic,10,15-07-22,11/7/2023,Brazil,40,Female,Smartphone,1 Month
Standard,13,16-07-22,10/7/2023,Mexico,34,Male,Smart TV,1 Month
Standard,12,18-07-22,12/7/2023,Spain,39,Female,Smartphone,1 Month
Basic,13,19-07-22,10/7/2023,Italy,47,Male,Smartphone,1 Month
Premium,15,22-07-22,12/7/2023,Spain,41,Male,Laptop,1 Month
Basic,12,27-07-22,9/7/2023,Spain,47,Female,Tablet,1 Month
Standard,13,2/8/2022,13-07-23,United States,50,Male,Smartphone,1 Month
Premium,10,10/8/2022,10/7/2023,Canada,31,Male,Tablet,1 Month
Basic,13,15-08-22,11/7/2023,United States,41,Male,Smartphone,1 Month
Premium,11,18-08-22,11/7/2023,United States,31,Female,Laptop,1 Month
Basic,12,20-08-22,14-07-23,Canada,41,Female,Smart TV,1 Month
Standard,12,23-08-22,11/7/2023,United Kingdom,28,Male,Tablet,1 Month
Standard,14,24-08-22,10/7/2023,Australia,40,Female,Smartphone,1 Month
Basic,11,30-08-22,13-07-23,Germany,34,Female,Smart TV,1 Month
Premium,10,6/9/2022,13-07-23,France,37,Male,Smartphone,1 Month
Basic,13,13-09-22,10/7/2023,Brazil,30,Female,Laptop,1 Month
Standard,12,18-09-22,10/7/2023,Mexico,32,Male,Tablet,1 Month
Premium,14,22-09-22,12/7/2023,Spain,41,Male,Smartphone,1 Month
Basic,13,28-09-22,12/7/2023,Italy,42,Female,Tablet,1 Month
Premium,13,3/10/2022,9/7/2023,Spain,40,Male,Laptop,1 Month
Basic,11,5/10/2022,10/7/2023,Spain,30,Female,Smartphone,1 Month
Standard,14,9/10/2022,12/7/2023,United States,43,Male,Laptop,1 Month
Standard,14,15-10-22,11/7/2023,Canada,31,Female,Tablet,1 Month
Basic,15,16-10-22,9/7/2023,United States,45,Male,Smartphone,1 Month
Premium,10,18-10-22,11/7/2023,United States,33,Male,Smart TV,1 Month
Basic,14,19-10-22,12/7/2023,Canada,41,Male,Smartphone,1 Month
Standard,11,22-10-22,11/7/2023,United Kingdom,37,Male,Smart TV,1 Month
Premium,12,23-10-22,9/7/2023,Australia,40,Female,Smartphone,1 Month
Basic,10,29-10-22,12/7/2023,Germany,36,Male,Tablet,1 Month
Premium,14,30-10-22,11/7/2023,France,28,Male,Smart TV,1 Month
Basic,12,3/11/2022,11/7/2023,Brazil,38,Male,Smartphone,1 Month
Standard,11,4/11/2022,9/7/2023,Mexico,36,Female,Tablet,1 Month
Standard,12,5/11/2022,12/7/2023,Spain,47,Female,Smart TV,1 Month
Basic,12,7/11/2022,10/7/2023,Italy,35,Female,Laptop,1 Month
Premium,14,9/11/2022,11/7/2023,Spain,29,Female,Tablet,1 Month
Basic,14,10/11/2022,10/7/2023,Spain,49,Female,Smart TV,1 Month
Standard,11,11/11/2022,12/7/2023,United States,34,Male,Smart TV,1 Month
Premium,13,11/11/2022,11/7/2023,Canada,37,Male,Smart TV,1 Month
Basic,14,10/11/2022,11/7/2023,United States,50,Male,Smart TV,1 Month
Basic,12,11/11/2022,9/7/2023,United States,38,Male,Smart TV,1 Month
Basic,15,12/11/2022,11/7/2023,Canada,37,Female,Smart TV,1 Month
Standard,12,7/11/2022,11/7/2023,United Kingdom,34,Male,Laptop,1 Month
Premium,13,4/11/2022,11/7/2023,Australia,30,Male,Smart TV,1 Month
Basic,13,3/11/2022,11/7/2023,Germany,35,Male,Laptop,1 Month
Basic,12,1/11/2022,11/7/2023,France,39,Male,Tablet,1 Month
Premium,10,29-10-22,11/7/2023,Brazil,47,Female,Tablet,1 Month
Standard,13,26-10-22,11/7/2023,Mexico,40,Female,Laptop,1 Month
Standard,12,25-10-22,10/7/2023,Spain,33,Male,Smart TV,1 Month
Basic,12,22-10-22,13-07-23,Italy,32,Female,Smartphone,1 Month
Premium,13,16-10-22,10/7/2023,Spain,32,Male,Smart TV,1 Month
Standard,10,15-10-22,10/7/2023,Spain,30,Female,Smart TV,1 Month
Basic,12,19-09-22,11/7/2023,United States,49,Male,Tablet,1 Month
Standard,13,16-09-22,12/7/2023,Canada,39,Female,Smartphone,1 Month
Premium,15,8/9/2022,10/7/2023,United States,45,Male,Laptop,1 Month
Basic,14,21-08-22,12/7/2023,United States,43,Male,Smartphone,1 Month
Premium,10,20-08-22,10/7/2023,Canada,41,Male,Smartphone,1 Month
Standard,10,10/8/2022,11/7/2023,United Kingdom,38,Female,Tablet,1 Month
Basic,13,31-07-22,11/7/2023,Australia,34,Female,Smartphone,1 Month
Standard,15,30-07-22,14-07-23,Germany,38,Male,Laptop,1 Month
Premium,11,31-07-22,10/7/2023,France,48,Male,Tablet,1 Month
Basic,11,30-07-22,12/7/2023,Brazil,38,Female,Smart TV,1 Month
Standard,10,30-07-22,11/7/2023,Mexico,34,Female,Laptop,1 Month
Premium,10,27-07-22,13-07-23,Spain,44,Female,Tablet,1 Month
Basic,11,21-07-22,10/7/2023,Italy,39,Male,Smartphone,1 Month
Premium,10,20-07-22,12/7/2023,Spain,43,Female,Smartphone,1 Month
Basic,13,16-07-22,10/7/2023,Spain,49,Female,Smart TV,1 Month
Standard,10,16-07-22,12/7/2023,United States,48,Female,Smart TV,1 Month
Standard,11,14-07-22,11/7/2023,Canada,47,Female,Tablet,1 Month
Basic,12,14-07-22,13-07-23,United States,27,Female,Laptop,1 Month
Premium,14,15-07-22,10/7/2023,United States,40,Female,Smartphone,1 Month
Basic,11,16-07-22,12/7/2023,Canada,43,Female,Smart TV,1 Month
Standard,15,18-07-22,10/7/2023,United Kingdom,30,Female,Laptop,1 Month
Premium,13,19-07-22,13-07-23,Australia,43,Female,Smart TV,1 Month
Basic,13,22-07-22,10/7/2023,Germany,49,Male,Laptop,1 Month
Premium,13,25-07-22,12/7/2023,France,47,Male,Smartphone,1 Month
Basic,13,26-07-22,11/7/2023,Brazil,33,Male,Smartphone,1 Month
Standard,15,4/8/2022,14-07-23,Mexico,48,Female,Smartphone,1 Month
Standard,13,12/8/2022,11/7/2023,Spain,31,Male,Laptop,1 Month
Basic,13,14-08-22,11/7/2023,Italy,30,Male,Tablet,1 Month
Premium,14,16-08-22,13-07-23,Spain,34,Female,Smartphone,1 Month
Basic,12,17-08-22,14-07-23,Spain,37,Male,Smartphone,1 Month
Standard,11,22-08-22,11/7/2023,United States,44,Female,Smart TV,1 Month
Premium,13,26-08-22,11/7/2023,Canada,28,Female,Smart TV,1 Month
Basic,11,6/9/2022,13-07-23,United States,47,Male,Smartphone,1 Month
Premium,11,9/9/2022,13-07-23,United States,43,Male,Smart TV,1 Month
Basic,12,17-09-22,10/7/2023,Canada,51,Male,Tablet,1 Month
Standard,14,19-09-22,11/7/2023,United Kingdom,50,Male,Laptop,1 Month
Standard,11,24-09-22,13-07-23,Australia,40,Female,Smartphone,1 Month
Basic,11,29-09-22,12/7/2023,Germany,31,Female,Laptop,1 Month
Premium,15,3/10/2022,10/7/2023,France,29,Female,Smartphone,1 Month
Basic,15,7/10/2022,10/7/2023,Brazil,38,Female,Tablet,1 Month
Standard,14,14-10-22,13-07-23,Mexico,47,Male,Tablet,1 Month
Premium,15,16-10-22,12/7/2023,Spain,30,Male,Tablet,1 Month
Basic,13,18-10-22,10/7/2023,Italy,42,Male,Laptop,1 Month
Premium,12,19-10-22,12/7/2023,Spain,49,Male,Smart TV,1 Month
Basic,14,20-10-22,12/7/2023,Spain,50,Female,Tablet,1 Month
Standard,11,22-10-22,11/7/2023,United States,51,Male,Smart TV,1 Month
Standard,11,25-10-22,9/7/2023,Canada,47,Male,Smartphone,1 Month
Basic,13,27-10-22,12/7/2023,United States,36,Female,Smartphone,1 Month
Premium,12,30-10-22,11/7/2023,United States,30,Female,Laptop,1 Month
Basic,12,1/11/2022,11/7/2023,Canada,34,Female,Tablet,1 Month
Standard,10,5/11/2022,10/7/2023,United Kingdom,35,Female,Tablet,1 Month
Premium,14,7/11/2022,12/7/2023,Australia,30,Male,Smart TV,1 Month
Basic,14,8/11/2022,11/7/2023,Germany,30,Male,Tablet,1 Month
Premium,11,10/11/2022,12/7/2023,France,41,Female,Smartphone,1 Month
Basic,15,11/11/2022,10/7/2023,Brazil,39,Female,Smartphone,1 Month
Standard,14,12/11/2022,12/7/2023,Mexico,30,Male,Tablet,1 Month
Standard,12,11/11/2022,12/7/2023,Spain,36,Female,Smart TV,1 Month
Basic,11,11/11/2022,12/7/2023,Italy,33,Female,Smartphone,1 Month
Premium,11,12/11/2022,10/7/2023,Spain,35,Female,Tablet,1 Month
Basic,14,11/11/2022,12/7/2023,Spain,46,Male,Tablet,1 Month
Standard,12,7/11/2022,11/7/2023,United States,51,Female,Tablet,1 Month
Premium,13,5/11/2022,12/7/2023,Canada,42,Female,Smartphone,1 Month
Basic,13,2/11/2022,11/7/2023,United States,30,Female,Smart TV,1 Month
Basic,10,31-10-22,13-07-23,United States,45,Male,Smartphone,1 Month
Basic,15,29-10-22,11/7/2023,Canada,27,Male,Smartphone,1 Month
Standard,10,25-10-22,11/7/2023,United Kingdom,41,Male,Smart TV,1 Month
Premium,14,23-10-22,10/7/2023,Australia,35,Male,Tablet,1 Month
Basic,10,17-10-22,13-07-23,Germany,30,Male,Laptop,1 Month
Basic,11,16-10-22,11/7/2023,France,35,Female,Laptop,1 Month
Premium,12,5/10/2022,11/7/2023,Brazil,47,Female,Smartphone,1 Month
Standard,15,17-09-22,11/7/2023,Mexico,41,Male,Laptop,1 Month
Standard,12,17-09-22,12/7/2023,Spain,48,Female,Tablet,1 Month
Basic,12,6/9/2022,11/7/2023,Italy,32,Female,Smart TV,1 Month
Premium,13,30-08-22,15-07-23,Spain,35,Female,Smart TV,1 Month
Standard,11,29-08-22,11/7/2023,Spain,31,Female,Smartphone,1 Month
Basic,12,25-08-22,13-07-23,United States,45,Female,Smartphone,1 Month
Standard,14,3/8/2022,11/7/2023,Canada,38,Female,Laptop,1 Month
Premium,12,2/8/2022,14-07-23,United States,34,Male,Smartphone,1 Month
Basic,15,2/8/2022,11/7/2023,United States,37,Female,Smartphone,1 Month
Premium,12,1/8/2022,13-07-23,Canada,27,Female,Smart TV,1 Month
Standard,13,31-07-22,11/7/2023,United Kingdom,44,Female,Tablet,1 Month
Basic,10,22-07-22,13-07-23,Australia,46,Male,Smart TV,1 Month
Standard,14,22-07-22,11/7/2023,Germany,37,Male,Smart TV,1 Month
Premium,14,19-07-22,13-07-23,France,44,Male,Tablet,1 Month
Basic,15,17-07-22,11/7/2023,Brazil,29,Male,Smart TV,1 Month
Standard,13,16-07-22,13-07-23,Mexico,28,Female,Laptop,1 Month
Premium,14,16-07-22,11/7/2023,Spain,50,Male,Smart TV,1 Month
Basic,13,16-07-22,13-07-23,Italy,39,Male,Laptop,1 Month
Premium,10,16-07-22,11/7/2023,Spain,34,Female,Smart TV,1 Month
Basic,14,17-07-22,12/7/2023,Spain,40,Male,Smart TV,1 Month
Standard,12,19-07-22,11/7/2023,United States,30,Male,Laptop,1 Month
Standard,14,20-07-22,14-07-23,Canada,41,Female,Laptop,1 Month
Basic,12,21-07-22,10/7/2023,United States,39,Male,Tablet,1 Month
Premium,15,23-07-22,12/7/2023,United States,51,Male,Smartphone,1 Month
Basic,15,3/8/2022,14-07-23,Canada,28,Female,Smartphone,1 Month
Standard,12,6/8/2022,15-07-23,United Kingdom,30,Female,Tablet,1 Month
Premium,11,10/8/2022,12/7/2023,Australia,30,Female,Smartphone,1 Month
Basic,10,13-08-22,11/7/2023,Germany,44,Female,Tablet,1 Month
Premium,12,15-08-22,14-07-23,France,29,Female,Smart TV,1 Month
Basic,11,19-08-22,14-07-23,Brazil,28,Female,Tablet,1 Month
Standard,10,22-08-22,11/7/2023,Mexico,48,Male,Tablet,1 Month
Standard,11,28-08-22,11/7/2023,Spain,42,Female,Smart TV,1 Month
Basic,14,6/9/2022,13-07-23,Italy,39,Male,Smartphone,1 Month
Premium,14,16-09-22,13-07-23,Spain,44,Female,Smart TV,1 Month
Basic,11,18-09-22,11/7/2023,Spain,49,Male,Smart TV,1 Month
Standard,12,23-09-22,11/7/2023,United States,49,Female,Smart TV,1 Month
Premium,10,28-09-22,13-07-23,Canada,36,Female,Laptop,1 Month
Basic,14,29-09-22,12/7/2023,United States,50,Female,Laptop,1 Month
Premium,10,7/10/2022,10/7/2023,United States,49,Female,Smartphone,1 Month
Basic,11,8/10/2022,12/7/2023,Canada,36,Male,Smartphone,1 Month
Standard,13,10/10/2022,13-07-23,United Kingdom,28,Female,Laptop,1 Month
Standard,15,14-10-22,12/7/2023,Australia,45,Female,Smartphone,1 Month
Basic,14,16-10-22,10/7/2023,Germany,31,Female,Smartphone,1 Month
Premium,11,18-10-22,12/7/2023,France,46,Male,Tablet,1 Month
Basic,14,21-10-22,12/7/2023,Brazil,27,Male,Tablet,1 Month
Standard,13,24-10-22,12/7/2023,Mexico,43,Male,Tablet,1 Month
Premium,10,27-10-22,9/7/2023,Spain,51,Female,Smart TV,1 Month
Basic,13,29-10-22,13-07-23,Italy,47,Female,Smartphone,1 Month
Premium,15,31-10-22,12/7/2023,Spain,48,Female,Tablet,1 Month
Basic,14,4/11/2022,13-07-23,Spain,31,Female,Tablet,1 Month
Standard,15,6/11/2022,11/7/2023,United States,48,Female,Smartphone,1 Month
Standard,10,8/11/2022,13-07-23,Canada,36,Male,Smartphone,1 Month
Basic,10,9/11/2022,11/7/2023,United States,38,Female,Tablet,1 Month
Premium,13,11/11/2022,13-07-23,United States,39,Male,Smartphone,1 Month
Basic,11,12/11/2022,10/7/2023,Canada,48,Male,Tablet,1 Month
Standard,12,12/11/2022,12/7/2023,United Kingdom,30,Female,Smart TV,1 Month
Premium,12,12/11/2022,12/7/2023,Australia,30,Male,Smart TV,1 Month
Basic,15,12/11/2022,13-07-23,Germany,35,Female,Smart TV,1 Month
Premium,13,13-11-22,12/7/2023,France,41,Male,Laptop,1 Month
Basic,11,13-11-22,13-07-23,Brazil,40,Female,Smart TV,1 Month
Standard,10,12/11/2022,11/7/2023,Mexico,50,Male,Smart TV,1 Month
Standard,12,5/11/2022,12/7/2023,Spain,42,Female,Smartphone,1 Month
Basic,15,3/11/2022,11/7/2023,Italy,30,Male,Tablet,1 Month
Premium,12,30-10-22,14-07-23,Spain,34,Male,Laptop,1 Month
Basic,15,26-10-22,11/7/2023,Spain,40,Female,Smartphone,1 Month
Standard,14,24-10-22,12/7/2023,United States,47,Female,Smartphone,1 Month
Premium,12,24-10-22,11/7/2023,Canada,36,Male,Laptop,1 Month
Basic,13,20-10-22,13-07-23,United States,50,Female,Tablet,1 Month
Basic,10,17-10-22,11/7/2023,United States,46,Male,Smartphone,1 Month
Basic,14,29-09-22,14-07-23,Canada,27,Female,Tablet,1 Month
Standard,12,28-09-22,11/7/2023,United Kingdom,39,Female,Laptop,1 Month
Premium,10,6/9/2022,12/7/2023,Australia,49,Male,Smart TV,1 Month
Basic,12,5/9/2022,11/7/2023,Germany,37,Female,Tablet,1 Month
Basic,13,31-08-22,15-07-23,France,28,Male,Tablet,1 Month
Premium,12,30-08-22,12/7/2023,Brazil,40,Male,Laptop,1 Month
Standard,10,16-08-22,13-07-23,Mexico,47,Male,Tablet,1 Month
Standard,11,16-08-22,11/7/2023,Spain,51,Female,Laptop,1 Month
Basic,13,7/8/2022,14-07-23,Italy,47,Male,Laptop,1 Month
Premium,10,5/8/2022,12/7/2023,Spain,33,Female,Laptop,1 Month
Standard,13,6/8/2022,14-07-23,Spain,37,Female,Laptop,1 Month
Basic,15,28-07-22,11/7/2023,United States,42,Male,Laptop,1 Month
Standard,11,29-07-22,13-07-23,Canada,50,Female,Smart TV,1 Month
Premium,14,25-07-22,12/7/2023,United States,47,Female,Tablet,1 Month
Basic,10,25-07-22,14-07-23,United States,40,Female,Smartphone,1 Month
Premium,11,25-07-22,12/7/2023,Canada,35,Male,Smart TV,1 Month
Standard,11,18-07-22,13-07-23,United Kingdom,29,Female,Smartphone,1 Month
Basic,11,17-07-22,12/7/2023,Australia,48,Female,Smartphone,1 Month
Standard,10,17-07-22,15-07-23,Germany,35,Male,Smart TV,1 Month
Premium,13,18-07-22,11/7/2023,France,41,Female,Smartphone,1 Month
Basic,14,19-07-22,12/7/2023,Brazil,29,Female,Laptop,1 Month
Standard,11,20-07-22,11/7/2023,Mexico,33,Male,Smart TV,1 Month
Premium,12,21-07-22,15-07-23,Spain,36,Male,Smart TV,1 Month
Basic,15,23-07-22,12/7/2023,Italy,43,Female,Laptop,1 Month
Premium,14,25-07-22,12/7/2023,Spain,28,Female,Smart TV,1 Month
Basic,15,4/8/2022,14-07-23,Spain,33,Female,Smart TV,1 Month
Standard,12,9/8/2022,15-07-23,United States,38,Male,Laptop,1 Month
Standard,13,12/8/2022,12/7/2023,Canada,48,Female,Tablet,1 Month
Basic,15,13-08-22,12/7/2023,United States,35,Female,Smart TV,1 Month
